,GU,DONG_CODE,DONG,SUBWAY_NUM,STARBUCKS_NUM,SAFE_DLVR_NUM,MC_NUM,KINDER_NUM,KIDS_NUM,GYM_NUM,GOLF_NUM,ACADEMY_NUM,ANIMAL_HSPT_NUM,BIKE_NUM,CAFE,CAR_SHR_NUM,CCTV_NUM,CHILD_MED_NUM,CON_NUM,DPTM_NUM
0,종로구,1111010100,청운동,0,0,0,0,0,0,0,0,2,1,0,8,0,0,0,1,0
1,종로구,1111010200,신교동,0,0,0,0,0,0,0,0,5,1,0,1,0,0,0,0,0
2,종로구,1111010300,궁정동,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
3,종로구,1111010400,효자동,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,0,0
4,종로구,1111010500,창성동,0,0,0,0,0,0,0,0,1,1,0,3,0,0,2,1,0
5,종로구,1111010800,통인동,0,0,0,0,0,0,0,0,5,1,0,4,0,0,0,0,0
6,종로구,1111010900,누상동,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0
7,종로구,1111011000,누하동,0,0,0,0,0,0,0,0,2,1,0,8,0,0,2,0,0
8,종로구,1111011100,옥인동,0,0,1,0,0,0,0,0,2,1,0,5,0,0,3,0,0
9,종로구,1111011900,세종로,1,1,0,0,0,0,0,0,0,1,0,11,3,0,1,0,0
10,종로구,1111010600,통의동,0,1,0,0,0,0,1,0,1,1,0,8,0,0,0,0,0
11,종로구,1111010700,적선동,1,2,0,0,0,0,1,0,0,1,0,15,1,0,5,0,0
12,종로구,1111011200,체부동,0,0,0,0,0,0,0,0,0,1,0,10,0,0,0,2,0
13,종로구,1111011300,필운동,0,0,0,0,0,0,0,0,9,1,0,4,0,0,0,1,0
14,종로구,1111011400,내자동,0,0,0,0,0,0,2,0,5,1,0,4,0,0,5,0,0
15,종로구,1111011500,사직동,0,1,0,0,0,0,2,2,0,1,0,10,0,0,0,1,0
16,종로구,1111011600,도렴동,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,1,0
17,종로구,1111011700,당주동,0,1,0,0,0,0,1,0,0,1,0,14,0,0,0,0,0
18,종로구,1111011800,내수동,0,0,0,0,0,0,7,1,2,1,0,8,2,0,0,3,0
19,종로구,1111012000,신문로1가,0,1,0,0,0,0,2,0,1,1,0,11,0,0,0,2,0
20,종로구,1111012100,신문로2가,0,1,0,0,10,0,2,0,1,1,0,8,1,0,0,0,0
21,종로구,1111013900,팔판동,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0
22,종로구,1111014000,삼청동,0,1,0,0,10,0,2,0,1,1,0,19,0,0,0,0,0
23,종로구,1111014100,안국동,0,0,0,0,0,0,0,0,0,1,0,12,1,0,1,0,0
24,종로구,1111014200,소격동,0,0,0,0,0,0,1,0,0,1,0,7,0,0,0,0,0
25,종로구,1111014300,화동,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,0,0
26,종로구,1111014400,사간동,0,0,0,0,0,0,0,0,1,1,0,4,0,0,0,1,0
27,종로구,1111014500,송현동,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
28,종로구,1111018400,부암동,0,0,0,0,0,0,1,0,5,1,0,13,2,0,2,1,0
29,종로구,1111018500,홍지동,0,0,0,0,0,0,0,0,1,1,0,10,1,0,1,3,0
30,종로구,1111018600,신영동,0,0,0,0,0,0,1,2,18,1,0,7,2,0,2,0,0
31,종로구,1111018200,구기동,0,0,0,0,0,0,1,1,5,1,0,7,0,0,3,1,0
32,종로구,1111018300,평창동,0,1,0,0,0,0,4,4,23,1,0,29,0,0,7,2,0
33,종로구,1111018700,무악동,0,0,0,0,10,0,0,1,20,1,0,10,1,0,3,1,0
34,종로구,1111017600,교남동,0,0,0,0,0,0,2,0,0,1,0,0,0,0,1,2,0
35,종로구,1111017700,평동,0,3,0,0,10,0,0,0,0,1,0,12,0,0,2,3,0
36,종로구,1111017800,송월동,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0
37,종로구,1111017900,홍파동,0,0,0,0,10,0,0,0,8,1,0,1,0,0,0,0,0
38,종로구,1111018000,교북동,0,1,0,0,0,1,0,0,5,1,0,4,0,0,1,0,0
39,종로구,1111018100,행촌동,0,0,0,0,10,0,0,0,6,1,0,1,0,0,1,0,0
40,종로구,1111014600,가회동,0,0,0,0,0,0,0,0,0,1,0,10,0,0,1,0,0
41,종로구,1111014700,재동,0,1,0,0,0,0,0,0,0,1,0,11,0,0,1,2,0
42,종로구,1111014800,계동,0,1,0,0,0,0,0,0,2,1,0,27,0,0,1,2,0
43,종로구,1111014900,원서동,0,0,0,0,0,0,1,0,0,1,0,5,0,0,0,0,0
44,종로구,1111012200,청진동,0,2,0,0,10,0,0,0,2,1,0,23,3,0,2,4,0
45,종로구,1111012300,서린동,0,1,0,0,0,0,1,0,5,1,0,14,2,0,0,1,0
46,종로구,1111012400,수송동,0,3,0,0,20,0,0,0,1,1,0,12,0,0,3,3,0
47,종로구,1111012500,중학동,0,1,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0
48,종로구,1111012600,종로1가,1,1,0,0,0,0,2,0,2,1,0,17,1,0,0,1,0
49,종로구,1111012700,공평동,0,0,0,0,10,0,1,0,0,1,0,11,0,0,0,2,0
50,종로구,1111012800,관훈동,0,0,0,0,0,0,0,0,0,1,0,11,1,0,0,0,0
51,종로구,1111012900,견지동,0,0,0,0,0,0,1,0,1,1,0,5,0,0,0,2,0
52,종로구,1111013000,와룡동,0,0,0,0,0,0,0,0,1,1,0,9,0,0,0,1,0
53,종로구,1111013100,권농동,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
54,종로구,1111013200,운니동,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,1,0
55,종로구,1111013300,익선동,0,0,0,0,0,1,0,0,0,1,0,6,0,0,0,1,0
56,종로구,1111013400,경운동,1,0,0,0,0,0,0,1,2,1,0,1,1,0,1,0,0
57,종로구,1111013500,관철동,0,1,0,0,0,0,1,2,32,1,0,23,0,0,2,3,0
58,종로구,1111013600,인사동,0,0,0,0,0,0,0,0,4,1,0,1,2,0,0,0,0
59,종로구,1111013700,낙원동,0,0,0,0,0,0,1,0,5,1,0,6,2,0,0,3,0
60,종로구,1111013800,종로2가,0,1,0,0,0,0,0,0,17,1,0,25,1,0,3,0,0
61,종로구,1111015000,훈정동,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
62,종로구,1111015100,묘동,3,0,0,0,0,0,0,0,7,1,0,10,0,0,0,1,0
63,종로구,1111015200,봉익동,0,0,0,0,0,0,0,0,0,1,0,6,0,0,0,0,0
64,종로구,1111015300,돈의동,0,0,0,0,0,0,0,0,1,1,0,5,0,0,0,3,0
65,종로구,1111015400,장사동,0,0,0,0,0,0,0,0,1,1,0,5,0,0,0,0,0
66,종로구,1111015500,관수동,0,1,0,0,0,0,0,0,8,1,0,12,0,0,1,3,0
67,종로구,1111015600,종로3가,0,1,0,1,0,0,1,0,5,1,0,10,0,0,4,0,0
68,종로구,1111015700,인의동,0,1,0,0,10,0,0,1,6,1,0,8,1,0,1,0,0
69,종로구,1111015800,예지동,0,0,0,0,0,0,0,0,0,1,0,3,1,0,0,0,0
70,종로구,1111015900,원남동,0,0,0,0,0,0,2,1,0,1,0,8,0,0,0,0,0
71,종로구,1111016100,종로4가,0,0,0,0,0,0,0,0,2,1,0,5,2,0,3,0,0
72,종로구,1111016000,연지동,0,0,0,0,20,0,0,0,1,1,0,14,0,0,1,0,0
73,종로구,1111016200,효제동,0,0,0,0,0,0,0,0,0,1,0,8,0,0,4,0,0
74,종로구,1111016300,종로5가,1,0,0,0,0,0,0,0,4,1,0,19,0,0,18,0,0
75,종로구,1111016400,종로6가,2,0,0,0,0,0,0,0,2,1,0,19,0,0,9,0,0
76,종로구,1111016700,충신동,0,0,0,0,0,0,0,0,0,1,0,2,0,0,1,0,0
77,종로구,1111016500,이화동,0,0,0,0,0,0,1,0,2,1,0,6,1,0,0,1,0
78,종로구,1111016600,연건동,0,2,0,0,0,0,2,1,0,1,0,20,2,0,1,0,0
79,종로구,1111016800,동숭동,1,2,0,1,0,0,0,0,6,1,0,33,4,0,4,3,0
80,종로구,1111016900,혜화동,0,1,0,0,0,0,2,0,13,1,0,17,0,0,9,3,0
81,종로구,1111017000,명륜1가,0,0,0,0,0,0,0,0,15,1,0,4,0,0,7,1,0
82,종로구,1111017100,명륜2가,0,0,0,1,0,0,2,0,7,1,0,18,2,0,6,1,0
83,종로구,1111017200,명륜4가,0,0,0,0,0,0,1,0,1,1,0,15,0,0,4,2,0
84,종로구,1111017300,명륜3가,0,1,1,0,0,0,0,0,4,1,0,12,0,0,2,1,0
85,종로구,1111017400,창신동,1,0,1,1,0,0,3,1,13,1,0,36,0,0,29,7,0
86,종로구,1111017500,숭인동,2,1,2,0,10,0,5,2,16,1,0,21,4,0,21,9,0
87,중구,1114011100,소공동,0,2,0,0,0,0,0,0,1,1,0,20,2,0,4,5,1
88,중구,1114011300,북창동,0,0,0,0,0,0,0,0,1,1,0,6,1,0,1,4,0
89,중구,1114011400,태평로2가,2,1,0,0,0,0,1,0,2,1,0,19,1,0,1,3,0
90,중구,1114011500,남대문로2가,0,0,0,0,0,0,0,0,0,1,0,9,0,0,0,0,1
91,중구,1114011600,남대문로3가,0,0,0,0,0,0,0,0,0,1,0,2,0,0,1,0,0
92,중구,1114011700,남대문로4가,0,2,0,0,0,0,1,0,0,1,0,6,0,0,2,1,0
93,중구,1114011900,봉래동1가,0,0,0,0,0,0,1,0,0,1,0,7,1,0,1,1,0
94,중구,1114016600,서소문동,0,3,0,0,0,0,2,1,0,1,0,27,2,0,9,3,0
95,중구,1114016700,정동,0,0,0,0,0,0,2,1,3,1,0,13,1,0,0,2,0
96,중구,1114016800,순화동,0,2,0,0,0,0,1,0,1,1,0,16,0,0,1,8,0
97,중구,1114016900,의주로1가,0,0,0,0,0,0,0,0,0,1,0,1,1,0,2,1,0
98,중구,1114017000,충정로1가,0,1,0,0,10,0,0,1,1,1,0,7,0,0,1,1,0
99,중구,1114011200,남창동,1,0,0,0,0,0,0,0,0,1,0,26,0,0,6,2,0
100,중구,1114011800,남대문로5가,0,5,0,0,20,0,2,0,0,1,0,38,4,0,7,7,0
101,중구,1114012000,봉래동2가,0,0,0,0,0,0,0,0,0,1,0,5,2,0,0,0,0
102,중구,1114012100,회현동1가,0,1,0,0,0,0,1,0,1,1,0,24,2,0,3,6,0
103,중구,1114012200,회현동2가,0,0,0,0,0,0,1,0,0,1,0,8,0,0,1,2,0
104,중구,1114012400,충무로1가,0,4,0,0,0,0,1,0,1,1,0,22,0,0,2,5,1
105,중구,1114010100,무교동,0,1,0,0,0,0,2,0,1,1,0,8,0,0,4,2,0
106,중구,1114010200,다동,0,1,0,0,0,0,3,0,1,1,0,24,1,0,0,2,0
107,중구,1114010300,태평로1가,0,1,0,0,0,0,3,1,3,1,0,19,1,0,2,1,0
108,중구,1114010400,을지로1가,1,1,0,1,0,0,0,0,1,1,0,15,0,0,1,3,0
109,중구,1114010500,을지로2가,0,5,0,0,0,0,1,0,4,1,0,41,2,0,8,5,0
110,중구,1114010600,남대문로1가,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,1,0
111,중구,1114010700,삼각동,0,1,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0
112,중구,1114010800,수하동,0,0,0,0,0,0,1,0,2,1,0,6,1,0,2,3,0
113,중구,1114010900,장교동,0,0,0,0,0,0,1,0,0,1,0,2,1,0,2,2,0
114,중구,1114011000,수표동,0,1,0,0,0,0,2,0,0,1,0,10,0,0,1,2,0
115,중구,1114012300,회현동3가,0,0,0,1,0,0,0,0,1,1,0,3,0,0,0,1,0
116,중구,1114012500,충무로2가,1,1,0,0,0,0,1,0,2,1,0,32,0,0,5,6,0
117,중구,1114012600,명동1가,0,0,0,1,0,0,1,2,0,1,0,18,0,0,4,1,0
118,중구,1114012700,명동2가,0,3,0,0,0,0,0,0,0,1,0,33,0,0,11,4,0
119,중구,1114012800,남산동1가,0,0,0,0,0,0,0,0,0,1,0,2,0,0,1,2,0
120,중구,1114012900,남산동2가,0,0,1,0,0,0,0,0,0,1,0,14,0,0,0,1,0
121,중구,1114013000,남산동3가,0,1,0,0,0,0,0,0,0,1,0,2,0,0,0,1,0
122,중구,1114013100,저동1가,0,0,0,0,0,0,1,0,0,1,0,5,0,0,0,1,0
123,중구,1114014200,예장동,0,0,0,0,0,0,1,0,0,1,0,5,0,0,0,1,0
124,중구,1114013200,충무로4가,0,0,0,0,0,0,0,0,1,1,0,14,0,0,4,1,0
125,중구,1114013300,충무로5가,0,1,0,0,0,0,0,0,0,1,0,7,1,0,1,3,0
126,중구,1114013600,묵정동,0,0,0,0,0,0,0,0,5,1,0,8,0,0,4,2,0
127,중구,1114013700,필동1가,0,0,0,0,0,0,0,0,2,1,0,8,0,0,3,3,0
128,중구,1114013800,필동2가,2,2,0,0,0,0,0,1,1,1,0,22,1,0,5,3,0
129,중구,1114013900,필동3가,0,0,0,0,0,0,0,0,1,1,0,16,0,0,1,2,0
130,중구,1114014000,남학동,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
131,중구,1114014100,주자동,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0
132,중구,1114014400,장충동2가,1,0,2,0,0,0,0,0,0,1,0,18,2,0,0,4,0
133,중구,1114015800,충무로3가,0,0,0,0,0,0,2,0,0,1,0,14,2,0,0,4,0
134,중구,1114014300,장충동1가,0,1,0,0,0,0,0,0,0,1,0,8,1,0,2,2,0
135,중구,1114013400,인현동2가,0,0,0,0,0,0,0,0,0,1,0,8,0,0,1,0,0
136,중구,1114013500,예관동,0,0,0,0,0,0,0,0,0,1,0,3,0,0,1,1,0
137,중구,1114014500,광희동1가,0,1,0,0,0,0,0,0,1,1,0,10,0,0,1,2,0
138,중구,1114014600,광희동2가,0,0,0,0,0,0,0,0,0,1,0,5,0,0,1,2,0
139,중구,1114014700,쌍림동,0,0,0,0,0,0,1,0,0,1,0,13,1,0,4,2,0
140,중구,1114014800,을지로6가,0,2,0,0,0,1,0,1,1,1,0,61,3,0,8,7,0
141,중구,1114014900,을지로7가,0,0,0,0,0,0,0,0,0,1,0,8,1,0,0,1,0
142,중구,1114015400,오장동,0,0,0,0,0,0,0,1,1,1,0,12,0,0,1,3,0
143,중구,1114015000,을지로4가,2,1,0,0,0,0,1,0,0,1,0,14,0,0,7,3,0
144,중구,1114015100,을지로5가,0,0,0,0,0,0,0,0,0,1,0,9,0,0,2,3,0
145,중구,1114015200,주교동,0,0,0,0,0,0,0,0,0,1,0,17,0,0,0,2,0
146,중구,1114015300,방산동,0,0,0,0,0,0,0,0,0,1,0,4,0,0,2,0,0
147,중구,1114015500,을지로3가,2,0,0,0,0,0,0,1,1,1,0,21,0,0,1,2,0
148,중구,1114015600,입정동,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0
149,중구,1114015700,산림동,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,0,0
150,중구,1114015900,초동,0,0,0,0,0,0,1,1,0,1,0,8,2,0,2,5,0
151,중구,1114016000,인현동1가,0,0,0,0,0,0,0,0,0,1,0,11,0,0,4,2,0
152,중구,1114016100,저동2가,0,2,0,0,0,0,0,1,0,1,0,20,0,0,10,1,0
153,중구,1114016200,신당동,5,1,5,0,20,1,20,2,94,1,0,146,13,0,125,45,0
154,중구,1114016300,흥인동,2,2,0,0,0,0,3,1,0,1,0,14,3,0,3,2,0
155,중구,1114016400,무학동,0,0,0,0,0,0,0,0,0,1,0,1,0,0,4,3,0
156,중구,1114016500,황학동,0,1,0,0,20,1,6,3,3,1,0,21,2,0,7,8,0
157,중구,1114017100,중림동,0,0,0,0,0,0,1,0,9,1,0,15,2,0,12,5,0
158,중구,1114017200,의주로2가,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
159,중구,1114017300,만리동1가,0,0,0,0,0,0,1,0,3,1,0,5,0,0,0,1,0
160,중구,1114017400,만리동2가,0,0,0,0,0,0,0,0,0,1,0,5,2,0,2,2,0
161,용산구,1117010100,후암동,0,0,0,0,10,0,1,1,28,1,0,14,3,0,5,8,0
162,용산구,1117010200,용산동2가,0,1,0,0,0,0,1,0,5,1,0,15,2,0,1,9,0
163,용산구,1117010300,용산동4가,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
164,용산구,1117010400,갈월동,0,2,1,0,0,1,2,0,12,1,0,15,1,0,1,5,0
165,용산구,1117010500,남영동,0,0,0,0,0,0,5,1,1,1,0,7,1,0,2,1,0
166,용산구,1117010600,용산동1가,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0
167,용산구,1117010700,동자동,0,3,0,1,0,0,1,2,4,1,0,18,5,0,1,8,0
168,용산구,1117010800,서계동,0,1,0,0,0,0,1,0,2,1,0,9,2,0,1,3,0
169,용산구,1117010900,청파동1가,0,0,0,0,0,0,1,1,2,1,0,5,1,0,0,1,0
170,용산구,1117011000,청파동2가,0,1,1,0,0,0,1,0,4,1,0,32,1,0,0,2,0
171,용산구,1117011100,청파동3가,0,1,0,0,0,0,1,2,3,1,0,11,3,0,0,5,0
172,용산구,1117011200,원효로1가,0,1,1,0,10,0,5,1,12,1,0,16,1,0,4,2,0
173,용산구,1117011300,원효로2가,0,0,0,0,0,0,0,0,7,1,0,3,0,0,1,3,0
174,용산구,1117012200,문배동,0,0,0,0,0,0,1,0,5,1,0,3,3,0,0,3,0
175,용산구,1117012300,신계동,0,0,0,0,10,0,0,2,0,1,0,4,0,0,0,1,0
176,용산구,1117011400,신창동,0,0,0,0,10,0,0,0,0,1,0,4,1,0,0,1,0
177,용산구,1117011500,산천동,0,0,0,0,0,0,0,2,24,1,0,1,0,0,0,2,0
178,용산구,1117011600,청암동,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
179,용산구,1117011700,원효로3가,0,0,0,0,0,0,0,1,0,1,0,4,1,0,0,3,0
180,용산구,1117011800,원효로4가,0,0,0,0,0,0,1,0,2,1,0,7,0,0,1,1,0
181,용산구,1117011900,효창동,0,1,2,0,20,0,1,0,22,1,0,8,1,0,2,5,0
182,용산구,1117012000,도원동,0,0,0,0,0,0,0,0,18,1,0,2,1,0,1,0,0
183,용산구,1117012100,용문동,0,0,0,0,10,0,0,0,3,1,0,11,2,0,1,4,0
184,용산구,1117012400,한강로1가,2,0,0,0,0,0,0,1,3,1,0,9,0,0,0,2,0
185,용산구,1117012500,한강로2가,1,2,0,0,40,0,1,1,3,1,0,44,6,0,1,4,0
186,용산구,1117012600,용산동3가,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0
187,용산구,1117012700,용산동5가,2,1,0,0,0,0,1,0,0,1,0,7,0,0,0,1,0
188,용산구,1117012800,한강로3가,2,3,0,0,10,4,6,2,5,1,0,56,7,0,2,12,1
189,용산구,1117012900,이촌동,0,2,0,0,40,0,6,4,44,1,0,17,1,0,9,7,0
190,용산구,1117013000,이태원동,1,2,1,0,20,0,9,1,10,1,0,42,6,0,5,17,0
191,용산구,1117013100,한남동,2,2,1,0,10,0,26,3,19,1,0,66,9,0,5,11,0
192,용산구,1117013200,동빙고동,0,1,0,0,0,0,2,1,8,1,0,3,0,0,0,3,0
193,용산구,1117013300,서빙고동,1,0,0,0,0,0,1,0,5,1,0,3,0,0,0,2,0
194,용산구,1117013400,주성동,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
195,용산구,1117013500,용산동6가,0,0,0,0,10,0,0,0,1,1,0,4,0,0,0,0,0
196,용산구,1117013600,보광동,0,0,1,0,0,0,4,0,14,1,0,10,4,0,3,5,0
197,성동구,1120010200,하왕십리동,1,2,1,0,40,0,8,4,70,1,0,28,2,0,5,11,0
198,성동구,1120010100,상왕십리동,0,0,0,0,0,0,1,0,13,1,0,3,1,0,5,2,0
199,성동구,1120010300,홍익동,0,0,0,0,10,0,1,1,1,1,0,10,0,0,5,3,0
200,성동구,1120010400,도선동,0,1,0,0,0,0,7,0,11,1,0,10,2,0,9,4,0
201,성동구,1120010500,마장동,1,0,0,0,0,0,2,4,24,1,0,9,5,0,20,7,0
202,성동구,1120010600,사근동,1,0,1,0,0,0,0,0,2,1,0,9,4,0,2,7,0
203,성동구,1120010700,행당동,4,2,2,1,20,2,11,6,133,1,0,59,7,0,43,26,0
204,성동구,1120010800,응봉동,0,0,0,0,0,0,0,3,23,1,0,2,0,0,4,3,0
205,성동구,1120010900,금호동1가,1,0,0,0,10,0,3,2,44,1,0,12,0,0,20,3,0
206,성동구,1120011000,금호동2가,0,0,1,0,0,0,1,0,23,1,0,4,2,0,13,3,0
207,성동구,1120011100,금호동3가,0,0,0,0,0,0,1,1,15,1,0,12,0,0,17,3,0
208,성동구,1120011200,금호동4가,0,1,0,0,0,0,3,2,30,1,0,12,3,0,24,5,0
209,성동구,1120011300,옥수동,2,1,0,0,20,0,11,3,60,1,0,16,3,0,28,7,0
210,성동구,1120011400,성수동1가,1,2,2,0,20,1,13,7,55,1,0,107,5,0,36,24,0
211,성동구,1120011500,성수동2가,0,4,2,1,10,1,19,9,32,1,0,119,6,0,48,43,0
212,성동구,1120011800,송정동,0,0,0,0,0,0,1,0,6,1,0,10,3,0,4,5,0
213,성동구,1120012200,용답동,2,0,1,0,10,0,3,2,11,1,0,25,6,0,12,8,0
214,광진구,1121510700,화양동,2,3,1,1,0,1,16,4,27,1,0,95,7,0,12,33,0
215,광진구,1121510900,군자동,0,2,0,0,40,1,13,3,29,1,0,46,3,0,8,11,0
216,광진구,1121510100,중곡동,0,2,5,0,20,4,27,10,142,1,0,106,8,0,37,51,0
217,광진구,1121510200,능동,2,0,0,0,10,0,4,2,12,1,0,28,1,0,3,14,0
218,광진구,1121510400,광장동,0,1,0,0,50,0,10,3,111,1,0,38,1,0,6,13,0
219,광진구,1121510500,자양동,0,5,5,1,80,5,40,21,208,1,0,145,24,0,24,59,1
220,광진구,1121510300,구의동,2,3,3,0,70,0,41,18,252,1,0,138,9,0,32,51,0
221,동대문구,1123010100,신설동,3,1,0,0,0,0,4,3,16,1,0,18,7,0,2,12,0
222,동대문구,1123010200,용두동,2,0,1,0,30,0,6,6,25,1,0,39,4,0,14,20,0
223,동대문구,1123010300,제기동,0,0,1,0,10,0,9,2,35,1,0,29,3,0,6,17,0
224,동대문구,1123010400,전농동,0,1,1,1,70,1,10,4,102,1,0,61,10,0,39,29,0
225,동대문구,1123010500,답십리동,0,1,1,0,80,1,14,6,98,1,0,41,7,0,48,27,0
226,동대문구,1123010600,장안동,0,1,2,1,90,3,27,16,212,1,0,87,13,0,52,57,0
227,동대문구,1123010700,청량리동,0,0,2,0,0,0,7,0,23,1,0,16,4,0,13,7,0
228,동대문구,1123010800,회기동,0,3,1,0,0,0,11,1,14,1,0,38,3,0,8,11,0
229,동대문구,1123010900,휘경동,3,0,2,0,40,1,12,6,49,1,0,37,4,0,29,21,0
230,동대문구,1123011000,이문동,2,2,1,0,60,0,6,1,69,1,0,42,4,0,36,18,0
231,중랑구,1126010100,면목동,3,1,4,0,120,2,24,8,171,1,0,124,16,0,44,87,0
232,중랑구,1126010200,상봉동,5,3,1,1,50,3,16,3,46,1,0,61,9,0,28,32,0
233,중랑구,1126010300,중화동,3,1,1,0,20,1,7,3,46,1,0,41,5,0,23,32,0
234,중랑구,1126010400,묵동,1,1,0,0,70,2,7,4,66,1,0,41,7,0,16,23,0
235,중랑구,1126010500,망우동,1,1,0,1,70,1,8,3,65,1,0,68,6,0,30,35,0
236,중랑구,1126010600,신내동,1,1,0,1,130,2,9,6,165,1,0,47,4,0,41,22,0
237,성북구,1129010100,성북동,0,0,0,0,0,0,2,1,9,1,0,28,0,0,0,7,0
238,성북구,1129010200,성북동1가,0,1,0,0,0,0,1,0,3,1,0,5,1,0,0,1,0
